filename,input_color_overall_percentage,output_color_overall_percentage,input_Black_percentage,input_Blue_percentage,input_Red_percentage,input_Green_percentage,input_Yellow_percentage,input_Grey_percentage,input_Fuchsia_percentage,input_Orange_percentage,input_Teal_percentage,input_Brown_percentage,output_Black_percentage,output_Blue_percentage,output_Red_percentage,output_Green_percentage,output_Yellow_percentage,output_Grey_percentage,output_Fuchsia_percentage,output_Orange_percentage,output_Teal_percentage,output_Brown_percentage,overall_percentage_ratio,Black_percentage_ratio,Blue_percentage_ratio,Red_percentage_ratio,Green_percentage_ratio,Yellow_percentage_ratio,Grey_percentage_ratio,Fuchsia_percentage_ratio,Orange_percentage_ratio,Teal_percentage_ratio,Brown_percentage_ratio,input_num_enclosed_spaces,output_num_enclosed_spaces,input_enclosed_space_sizes_sum,input_enclosed_space_sizes_mean,input_enclosed_space_sizes_count,output_enclosed_space_sizes_sum,output_enclosed_space_sizes_mean,output_enclosed_space_sizes_count,is_mirror_x_same_as_output,is_mirror_y_same_as_output,overlap_input_mean_x,overlap_input_std_x,overlap_input_mean_y,overlap_input_std_y,overlap_transformed_mean_x,overlap_transformed_std_x,overlap_transformed_mean_y,overlap_transformed_std_y,overlap_output_mean_x,overlap_output_std_x,overlap_output_mean_y,overlap_output_std_y,overlap_input_spatial_similarity,overlap_output_spatial_similarity,overlap_hungarian_similarity,is_rot_90_same_as_output,is_rot_180_same_as_output,is_rot_270_same_as_output,shape_same,shape_inverted,multiples_x,multiples_y,scale_x,scale_y,input_shape_x,input_shape_y,output_shape_x,output_shape_y,shiftinput_mean_x,shiftinput_std_x,shiftinput_mean_y,shiftinput_std_y,shiftshifted_mean_x,shiftshifted_std_x,shiftshifted_mean_y,shiftshifted_std_y,shiftoutput_mean_x,shiftoutput_std_x,shiftoutput_mean_y,shiftoutput_std_y,shifthungarian_similarity,shiftdirection_down,shiftdirection_left,shiftdirection_right,shiftdirection_up,cluster
007bbfb7.json,51.11111111111111,28.888888888888893,48.888888888888886,0.0,17.77777777777778,0.0,6.666666666666666,0.0,11.11111111111111,15.555555555555555,0.0,0.0,71.11111111111111,0.0,8.395061728395062,0.0,2.2222222222222223,0.0,6.17283950617284,12.098765432098766,0.0,0.0,0.5111111111111111,1.5111111111111113,1.0,0.7777777777777778,1.0,0.8666666666666666,1.0,0.9111111111111112,0.9555555555555556,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.8,0.4,0.4,0.0,0.0,1.0266666666666668,0.8088731193009473,1.1238095238095238,0.7911645578886263,1.0266666666666668,0.8088731193009473,1.1238095238095238,0.7911645578886263,4.106666666666667,2.557881395076098,4.495238095238095,2.5018820069281955,1.0,-0.8863639081097408,0.6966791538880879,False,False,False,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,9.0,1.0,0.7559289460184544,1.2857142857142858,0.6998542122237652,1.0,0.7559289460184544,0.7142857142857143,0.6998542122237652,4.0,2.390457218668787,5.142857142857143,2.2131333406899527,0.2976006846535937,False,True,False,False,0
00d62c1b.json,19.883333333333333,25.744444444444447,80.11666666666667,0.0,0.0,19.883333333333333,0.0,0.0,0.0,0.0,0.0,0.0,74.25555555555556,0.0,0.0,19.883333333333333,5.861111111111112,0.0,0.0,0.0,0.0,0.0,1.2957348055958453,0.92571677534395,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.6,0.0,9.8,2.94,2.6,0.0,0.0,0.0,0.0,0.0,4.823866560613858,2.389205241978757,5.418659055818088,2.107495805632726,4.719104674127715,2.24021347886533,5.433057932850559,1.9434890983168835,4.719104674127715,2.24021347886533,5.433057932850559,1.9434890983168835,0.9740956860867442,1.0,1.0,False,False,False,1.0,0.0,1.0,1.0,1.0,1.0,11.2,11.2,11.2,11.2,2.5,0.957427107756338,2.5,0.957427107756338,2.5,0.957427107756338,0.3333333333333333,0.4714045207910317,2.5,0.8660254037844386,2.5,0.8660254037844386,0.3529411764705882,False,True,False,False,1
017c7c7b.json,48.14814814814815,46.91358024691359,51.85185185185185,48.14814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.08641975308641,0.0,46.91358024691359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9753086419753084,1.0246913580246912,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.0,2.611111111111111,1.68588624585763,0.8796296296296297,0.6053556688508257,2.611111111111111,1.68588624585763,0.8796296296296297,0.6053556688508257,4.0,2.503633046788244,0.9166666666666666,0.5907258128900615,1.0,0.615418812034718,1.0,False,False,False,0.0,0.0,0.0,1.0,1.5,1.0,6.0,3.0,9.0,3.0,2.6666666666666665,1.699673171197595,0.8888888888888888,0.5665577237325317,2.6666666666666665,1.699673171197595,0.3333333333333333,0.4714045207910317,4.0,2.480694691784169,1.0,0.5547001962252291,0.6428571428571428,False,True,False,False,10
025d127b.json,19.047619047619047,19.047619047619047,80.95238095238096,0.0,3.1746031746031744,0.0,0.0,0.0,4.761904761904762,0.0,11.11111111111111,0.0,80.95238095238096,0.0,3.1746031746031744,0.0,0.0,0.0,4.761904761904762,0.0,11.11111111111111,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,10.0,8.0,1.5,8.5,7.0,1.5,0.0,0.0,4.0,2.216599890140011,4.0,1.89564392373896,3.7532467532467537,2.1158321241527034,4.1396103896103895,1.855909812179356,4.0,2.216599890140011,4.6125,1.6239074520508636,0.9663527221798558,0.9325472059511044,1.0,False,False,False,1.0,0.0,1.0,1.0,1.0,1.0,11.0,9.0,11.0,9.0,5.0,2.7748873851023217,3.5,1.5,5.0,2.7748873851023217,0.8,0.7483314773547882,5.0,2.7748873851023217,4.1,1.2206555615733703,0.2325581395348837,False,True,False,False,1
045e512c.json,2.494331065759637,9.44822373393802,97.50566893424036,0.6046863189720333,0.3023431594860166,0.2267573696145124,0.1511715797430083,0.4535147392290249,0.1511715797430083,0.0,0.6046863189720334,0.0,90.551776266062,1.5873015873015877,2.872260015117158,1.8140589569161,1.3605442176870748,0.4535147392290249,0.7558578987150416,0.0,0.6046863189720334,0.0,3.84469696969697,0.9286091797056713,2.4444444444444446,7.666666666666667,3.333333333333333,3.6666666666666665,1.0,2.333333333333333,1.0,1.0,1.0,0.6666666666666666,3.6666666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.6666666666666665,0.6666666666666666,3.6666666666666665,0.0,0.0,7.846861471861472,1.6443863341308769,9.396103896103895,1.6176474671040555,9.016731016731017,4.47709450150472,11.138352638352638,4.682182024217523,9.016731016731017,4.47709450150472,11.138352638352638,4.682182024217523,0.7374799303483214,1.0,1.0,False,False,False,1.0,0.0,1.0,1.0,1.0,1.0,21.0,21.0,21.0,21.0,7.642857142857143,1.4445534582969062,7.642857142857143,1.4445534582969062,7.642857142857143,1.4445534582969062,1.2857142857142858,1.0301575072754254,10.428571428571429,4.5820189828484645,10.428571428571429,4.582018982848464,0.149469874527677,False,True,False,False,8
0520fde7.json,55.55555555555555,22.22222222222221,44.44444444444444,41.26984126984127,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,77.77777777777777,0.0,22.22222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3868945868945868,1.7539281705948373,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.05,0.7353841256799228,2.9465811965811963,1.91359158400579,1.0666666666666669,0.81975174976081,0.7777777777777777,0.6560224918335361,1.1666666666666667,0.4388321936425753,1.111111111111111,0.4904681735970106,-0.0926936123373107,0.6547497063334887,1.0,False,False,False,0.0,0.0,1.0,0.0,1.0,0.4285714285714285,3.0,7.0,3.0,3.0,0.9,0.7000000000000001,3.0,2.0,0.9,0.7000000000000001,1.4,1.2806248474865698,1.0,0.0,1.0,0.0,1.0,False,True,False,False,10
05269061.json,22.448979591836736,100.0,77.55102040816327,3.4013605442176864,3.401360544217687,6.122448979591836,4.761904761904762,0.0,0.0,0.0,4.761904761904762,0.0,0.0,10.884353741496598,23.12925170068027,21.7687074829932,22.448979591836736,0.0,0.0,0.0,21.7687074829932,0.0,5.172222222222223,0.0,1.7333333333333334,7.416666666666667,3.0,3.527777777777778,1.0,1.0,1.0,4.066666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6500000000000004,1.2615925594370545,2.6500000000000004,1.2615925594370545,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,0.7125116168810668,1.0,1.0,False,False,False,1.0,0.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,0.6666666666666666,0.74535599249993,0.6666666666666666,0.74535599249993,0.6666666666666666,0.74535599249993,0.6666666666666666,0.74535599249993,3.0,2.0,3.0,2.0,1.0,False,True,False,False,10
05f2a901.json,11.702741702741704,11.702741702741704,88.2972582972583,0.0,7.950937950937951,0.0,0.0,0.0,0.0,0.0,3.751803751803751,0.0,88.2972582972583,0.0,7.950937950937951,0.0,0.0,0.0,0.0,0.0,3.751803751803751,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736996336996337,2.589026128218628,2.8695970695970696,1.6139575059935063,4.803030303030304,2.255023575271471,2.958333333333333,1.4979503095864788,5.222710622710623,1.2184861848001045,3.561904761904762,1.1848760645751586,0.8942967054592978,0.726936415656002,1.0,False,False,False,1.0,0.0,1.0,1.0,1.0,1.0,11.333333333333334,9.666666666666666,11.333333333333334,9.666666666666666,5.7,3.9509492530276815,2.4,1.2806248474865698,5.7,3.9509492530276815,0.8,0.7483314773547883,9.3,1.1,2.4,1.2806248474865698,0.1757781714600095,False,True,False,False,1
06df4c85.json,56.933207309388784,63.13673597983617,43.066792690611216,17.535601764335226,2.260239445494644,1.4228103339634532,17.45431632010082,0.0,0.0,0.0,17.756143667296787,0.5040957781978576,36.86326402016383,17.535601764335226,4.853812224322621,3.5204788909892883,17.45431632010082,0.0,0.0,0.0,18.512287334593573,1.260239445494644,1.1089880687809937,0.8559447435750563,1.0,2.1666666666666665,1.9444444444444444,1.0,1.0,1.0,1.0,1.3333333333333333,1.5,26.0,18.33333333333333,104.0,4.0,26.0,73.33333333333333,4.0,18.33333333333333,0.0,0.0,10.44701516168298,6.016797161433753,10.53934426229508,6.066195358079231,10.473690699497151,5.895171447117181,10.454800841897615,5.980339406494025,10.473690699497151,5.895171447117181,10.454800841897615,5.980339406494025,0.9865960476810596,1.0,1.0,False,False,False,1.0,0.0,1.0,1.0,1.0,1.0,22.0,22.0,22.0,22.0,9.342105263157896,5.376735048186153,9.5,5.451943159143014,9.342105263157896,5.376735048186153,6.675438596491228,5.416828252437496,9.064516129032258,5.335126952995455,9.548387096774194,5.325463539887605,0.3057532222817403,False,True,False,False,4
08ed6ac7.json,27.77777777777778,27.77777777777778,72.22222222222223,0.0,0.0,0.0,0.0,27.77777777777778,0.0,0.0,0.0,0.0,72.22222222222223,10.493827160493828,8.024691358024691,6.172839506172839,3.08641975308642,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.238866396761134,2.1981435817121167,4.2165991902834,2.0712211674577468,5.238866396761134,2.1981435817121167,4.2165991902834,2.0712211674577468,5.238866396761134,2.1981435817121167,4.2165991902834,2.0712211674577468,1.0,1.0,1.0,False,False,False,1.0,0.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,4.846153846153846,2.364680945990677,3.5384615384615383,2.0424489303618083,4.846153846153846,2.364680945990677,1.1153846153846154,1.0124958908529371,4.846153846153846,2.364680945990677,3.5384615384615383,2.0424489303618083,0.2921348314606741,False,True,False,False,3
09629e4f.json,69.42148760330579,62.8099173553719,30.57851239669421,0.0,7.43801652892562,7.43801652892562,7.43801652892562,33.057851239669425,7.43801652892562,0.0,6.6115702479338845,0.0,37.1900826446281,0.0,7.43801652892562,7.43801652892562,7.43801652892562,33.057851239669425,7.43801652892562,0.0,0.0,0.0,0.9047619047619048,1.2162162162162162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,0.0,17.0,1.4183066933066932,12.0,0.0,0.0,0.0,0.0,0.0,5.005952380952381,3.098031235754453,4.994047619047619,3.093429229622512,5.039579207920792,3.0941743180458787,5.04460396039604,3.087838508329714,5.118421052631579,2.889642372904341,5.118421052631579,2.858944547754435,0.98476196402738,0.9632343862365096,1.0,False,False,False,1.0,0.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,11.0,5.083333333333333,3.1060936013451785,5.035714285714286,3.137508977681819,5.083333333333333,3.1060936013451785,3.571428571428572,2.610809554642438,5.0,2.8191077349141223,4.526315789473684,3.101246286874997,0.5342440651883814,False,True,False,False,3
0962bcdd.json,6.944444444444445,23.61111111111111,93.05555555555556,0.0,0.6944444444444444,0.0,0.0,0.0,0.6944444444444444,2.7777777777777777,2.7777777777777777,0.0,76.38888888888889,0.0,6.25,0.0,0.0,0.0,6.25,5.555555555555555,5.555555555555555,0.0,3.4,0.8208955223880596,1.0,5.0,1.0,1.0,1.0,5.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.581779819845741,5.25,2.822350667498352,5.5,2.840970656866308,5.25,3.05599335508441,5.5,2.840970656866308,5.25,3.05599335508441,0.978734149055064,1.0,1.0,False,False,False,1.0,0.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,12.0,5.0,2.097617696340304,5.0,3.0659419433511785,5.0,2.097617696340304,0.6,0.8,5.0,2.400980191995124,5.0,3.280961121737492,0.3753037950358655,False,True,False,False,3
0a938d79.json,1.0235009254030991,31.957345191040844,98.97649907459692,0.2854878364389234,0.2262626262626262,0.2815421293682163,0.1302083333333333,0.0,0.0,0.0,0.1,0.0,68.04265480895916,5.344202898550725,10.681818181818182,7.806324110671936,3.125,0.0,0.0,0.0,5.0,0.0,32.875,0.6875512895358995,9.75,24.25,14.75,6.750000000000001,1.0,1.0,1.0,13.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,2.625,4.125,1.625,8.875,3.9232783419261534,8.5,3.93532869361684,8.875,3.9232783419261534,8.5,3.93532869361684,0.5505519925418263,1.0,1.0,False,False,False,1.0,0.0,1.0,1.0,1.0,1.0,15.75,16.25,15.75,16.25,4.5,4.5,6.0,1.0,4.5,4.5,0.0,0.0,4.5,2.8722813232690143,14.0,5.744562646538029,0.1666666666666666,False,True,False,False,2
